,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,Year,Month,prone_to_calamity,price
84338,for_sale,4,3,21.67,Columbia,Connecticut,6237,4120,12/30/2020,2020,December,0,999999
84339,for_sale,4,3,0.53,Sturbridge,Massachusetts,1518,2224,6/20/2008,2008,June,0,615000
84340,for_sale,2,1,0.32,North Brookfield,Massachusetts,1535,915,9/1/2006,2006,September,0,369900
84341,for_sale,3,3,0.14,West Brookfield,Massachusetts,1585,2600,7/29/2005,2005,July,0,799900
84349,for_sale,4,2,0.18,Webster,Massachusetts,1570,1313,8/3/1999,1999,August,0,200000
84354,for_sale,3,3,1.2,Salem,Connecticut,6420,1944,5/31/2005,2005,May,1,399900
84355,for_sale,3,2,0.62,West Brookfield,Massachusetts,1585,1650,4/16/1999,1999,April,0,329900
84356,for_sale,2,3,30,Belchertown,Massachusetts,1007,2130,6/27/2013,2013,June,0,330000
84357,for_sale,7,3,0.4,Spencer,Massachusetts,1562,4208,8/19/2005,2005,August,0,399000
84358,for_sale,4,4,12.43,Thompson,Connecticut,6255,4334,6/2/2000,2000,June,1,599000
84359,for_sale,3,4,3.38,Colchester,Connecticut,6415,2000,3/19/2009,2009,March,0,375000
84360,for_sale,3,1,1.3,Monson,Massachusetts,1057,1674,8/8/2018,2018,August,0,290000
84362,for_sale,3,3,1.08,Belchertown,Massachusetts,1007,2360,4/1/2009,2009,April,0,435000
84363,for_sale,3,3,1,Tolland,Connecticut,6084,1234,4/30/1993,1993,April,0,239999
84364,for_sale,3,3,1.22,Sturbridge,Massachusetts,1566,1800,12/2/1987,1987,December,0,474900
84365,for_sale,4,3,0.36,Worcester,Massachusetts,1602,2133,7/1/2003,2003,July,0,399000
84367,for_sale,4,3,1.1,Mansfield,Connecticut,6250,1916,1/10/2008,2008,January,0,329000
84369,for_sale,4,3,1.51,Mansfield,Connecticut,6268,2745,5/1/2013,2013,May,0,599000
84370,for_sale,3,2,0.92,Gardner,Massachusetts,1440,1284,8/31/2006,2006,August,0,339900
84371,for_sale,3,2,1.4,Auburn,Massachusetts,1501,1664,6/23/1999,1999,June,0,420000
84376,for_sale,4,3,5.6,Columbia,Connecticut,6237,3306,12/2/2021,2021,December,0,660000
84377,for_sale,4,2,0.64,Fitchburg,Massachusetts,1420,1918,11/14/2005,2005,November,1,429900
84381,for_sale,4,2,0.15,Worcester,Massachusetts,1602,1500,6/18/2007,2007,June,0,394900
84382,for_sale,8,3,0.39,Palmer,Massachusetts,1069,4841,5/11/2015,2015,May,0,335000
84383,for_sale,6,2,0.16,Athol,Massachusetts,1331,3500,4/22/2008,2008,April,0,299000
84385,for_sale,3,2,0.21,Worcester,Massachusetts,1602,1712,12/7/1990,1990,December,0,350000
84392,for_sale,5,4,1.53,Webster,Massachusetts,1570,4024,5/13/1988,1988,May,0,599900
84395,for_sale,4,3,1.82,Tolland,Connecticut,6084,2664,6/26/2001,2001,June,0,399900
84398,for_sale,3,2,1.5,Rindge,New Hampshire,3461,1631,10/29/2018,2018,October,0,344900
84400,for_sale,3,3,4.08,Barre,Massachusetts,1005,2283,5/31/1996,1996,May,0,449900
84402,for_sale,3,3,1.01,Coventry,Connecticut,6238,2161,4/1/2021,2021,April,0,399900
84403,for_sale,5,4,1.99,Wilbraham,Massachusetts,1095,6011,10/19/2007,2007,October,0,1150000
84407,for_sale,4,3,1.23,Tolland,Connecticut,6084,1400,4/22/2013,2013,April,0,329900
84408,for_sale,4,2,0.41,Webster,Massachusetts,1570,1896,8/24/1994,1994,August,0,379900
84410,for_sale,4,3,0.9,Wilbraham,Massachusetts,1095,2507,8/1/2005,2005,August,0,475000
84415,for_sale,3,2,0.27,Windham,Connecticut,6226,804,3/23/2018,2018,March,1,225000
84416,for_sale,3,1,0.21,Dudley,Massachusetts,1571,1008,5/31/2006,2006,May,0,324900
84418,for_sale,4,3,2.59,Coventry,Connecticut,6238,2654,9/15/2020,2020,September,0,574900
84420,for_sale,3,3,1.17,Oxford,Massachusetts,1540,2037,8/24/1989,1989,August,0,465000
84432,for_sale,3,2,0.36,Southbridge,Massachusetts,1550,2300,5/16/1994,1994,May,0,175000
84434,for_sale,5,3,0.32,Belchertown,Massachusetts,1007,1850,12/14/2012,2012,December,0,299900
84435,for_sale,3,2,0.13,Spencer,Massachusetts,1562,1872,7/24/2008,2008,July,0,197500
84437,for_sale,3,3,1.03,Dudley,Massachusetts,1571,2400,11/4/2005,2005,November,0,469900
84439,for_sale,4,2,3.25,Ware,Massachusetts,1082,2200,5/8/1991,1991,May,0,399000
84448,for_sale,4,3,1.32,Sturbridge,Massachusetts,1566,2208,2/27/2007,2007,February,0,565000
84449,for_sale,3,1,0.12,Barre,Massachusetts,1005,1175,12/13/1996,1996,December,0,273900
84450,for_sale,4,2,0.15,Palmer,Massachusetts,1069,1922,9/20/2021,2021,September,0,189000
84453,for_sale,3,3,3.5,Woodstock,Connecticut,6281,2952,1/11/2002,2002,January,1,629900
84454,for_sale,4,2,1.4,Mansfield,Connecticut,6268,1104,8/29/2013,2013,August,0,274900
84458,for_sale,3,1,0.72,Tolland,Connecticut,6084,1188,9/26/2018,2018,September,0,270000
84463,for_sale,4,4,8.9,Woodstock,Connecticut,6281,4350,9/30/2004,2004,September,1,743000
84465,for_sale,2,1,0.13,Worcester,Massachusetts,1602,1345,2/16/2000,2000,February,0,259000
84466,for_sale,4,2,0.5,Southbridge,Massachusetts,1550,2709,6/11/1987,1987,June,0,399999
84469,for_sale,6,2,0.56,West Brookfield,Massachusetts,1585,2976,7/28/1998,1998,July,0,289900
84475,for_sale,4,2,0.35,Ware,Massachusetts,1082,1965,7/9/2004,2004,July,0,205000
84476,for_sale,3,3,2.97,Tolland,Connecticut,6084,2886,9/1/2020,2020,September,0,450000
84479,for_sale,4,1,0.85,Ware,Massachusetts,1082,1921,6/17/2005,2005,June,0,234900
84481,for_sale,3,2,1.19,Templeton,Massachusetts,1468,1940,10/6/2010,2010,October,0,379000
84482,for_sale,2,1,0.21,Windham,Connecticut,6226,804,7/8/2002,2002,July,1,164900
84483,for_sale,2,1,0.09,Gardner,Massachusetts,1440,663,8/10/1995,1995,August,0,99000
84485,for_sale,3,1,1.15,Columbia,Connecticut,6237,1827,12/4/2017,2017,December,0,340000
84489,for_sale,2,2,0.56,Athol,Massachusetts,1331,1296,6/23/2003,2003,June,0,259900
84490,for_sale,3,2,1.56,Rindge,New Hampshire,3461,2163,11/10/2015,2015,November,0,495000
84491,for_sale,1,1,1.51,Coventry,Connecticut,6238,928,12/14/2020,2020,December,0,199900
84492,for_sale,3,4,1.06,Spencer,Massachusetts,1562,4600,12/1/1992,1992,December,0,950000
84493,for_sale,3,3,0.3,Woodstock,Connecticut,6282,1536,4/9/2015,2015,April,1,319900
84494,for_sale,3,2,0.46,Gardner,Massachusetts,1440,1436,1/28/1988,1988,January,0,324900
84501,for_sale,3,1,0.53,Holden,Massachusetts,1520,1198,10/24/1996,1996,October,0,359900
84506,for_sale,3,1,0.21,Leicester,Massachusetts,1524,960,5/27/2004,2004,May,0,315000
84507,for_sale,9,3,0.34,Auburn,Massachusetts,1501,3882,1/16/2007,2007,January,0,550000
84508,for_sale,2,1,0.34,Auburn,Massachusetts,1501,1075,6/7/1999,1999,June,0,349900
84517,for_sale,3,1,0.23,Coventry,Connecticut,6238,1258,10/2/2018,2018,October,0,174000
84518,for_sale,2,1,2.02,Thompson,Connecticut,6255,1203,2/13/1995,1995,February,1,209900
84522,for_sale,3,2,1.08,Hebron,Connecticut,6248,1478,10/26/2017,2017,October,0,300000
84523,for_sale,3,1,2,Ashford,Connecticut,6278,1008,6/7/2017,2017,June,0,250000
84524,for_sale,4,4,0.22,Athol,Massachusetts,1331,2954,2/14/2007,2007,February,0,314900
84525,for_sale,3,2,1.04,Tolland,Connecticut,6084,1896,10/10/2007,2007,October,0,379900
84527,for_sale,4,2,0.07,Spencer,Massachusetts,1562,1632,6/21/1995,1995,June,0,210000
84528,for_sale,3,1,0.73,Palmer,Massachusetts,1069,1250,6/12/1987,1987,June,0,269900
84530,for_sale,3,1,0.82,Ashburnham,Massachusetts,1430,1333,5/29/2008,2008,May,0,239900
84531,for_sale,4,3,3.64,Winchendon,Massachusetts,1475,2900,3/31/2000,2000,March,0,524900
84533,for_sale,3,2,0.94,Ellington,Connecticut,6029,1939,6/16/2021,2021,June,0,469900
84534,for_sale,3,3,1.48,Andover,Connecticut,6232,1124,9/13/2021,2021,September,0,299000
84536,for_sale,4,3,4.24,Colchester,Connecticut,6415,2528,7/21/2015,2015,July,0,625000
84537,for_sale,3,2,3.04,Tolland,Connecticut,6084,1120,3/16/2017,2017,March,0,289000
84540,for_sale,3,3,0.37,Webster,Massachusetts,1570,1810,2/1/2006,2006,February,0,419900
84543,for_sale,2,2,0.69,Sturbridge,Massachusetts,1518,1297,6/30/1997,1997,June,0,589000
84544,for_sale,3,2,0.69,Worcester,Massachusetts,1609,1243,3/23/1995,1995,March,0,394999
84545,for_sale,4,2,0.24,Fitchburg,Massachusetts,1420,1740,5/30/1997,1997,May,1,359900
84549,for_sale,4,3,0.27,Webster,Massachusetts,1570,2233,9/18/2003,2003,September,0,450000
84556,for_sale,3,2,0.26,Orange,Massachusetts,1364,1300,4/15/2005,2005,April,0,349990
84557,for_sale,3,2,1.34,Willington,Connecticut,6279,960,5/1/2015,2015,May,0,170000
84558,for_sale,3,2,0.3,Woodstock,Connecticut,6282,1263,12/10/2018,2018,December,1,349900
84559,for_sale,4,2,0.56,Thompson,Connecticut,6262,1774,9/11/1996,1996,September,1,175000
84561,for_sale,2,1,0.35,Brimfield,Massachusetts,1010,814,1/16/2004,2004,January,0,164900
84562,for_sale,3,2,0.86,Spencer,Massachusetts,1562,1521,1/7/2003,2003,January,0,180000
84563,for_sale,3,2,0.05,Orange,Massachusetts,1364,1092,5/4/2005,2005,May,0,219900
84564,for_sale,3,5,11.2,Pomfret,Connecticut,6259,3448,6/3/2013,2013,June,1,525000
84565,for_sale,4,3,2.2,Somers,Connecticut,6071,4223,3/19/1998,1998,March,0,699900
84566,for_sale,4,4,4.19,Stafford,Connecticut,6076,2166,10/23/2003,2003,October,0,285000
84567,for_sale,3,3,3.04,Templeton,Massachusetts,1468,1632,5/15/1998,1998,May,0,499900
84570,for_sale,5,6,8,Monson,Massachusetts,1057,6900,7/24/2017,2017,July,0,999900
84573,for_sale,5,2,1.14,Woodstock,Connecticut,6281,4026,12/23/2009,2009,December,1,725000
84577,for_sale,5,3,0.24,Athol,Massachusetts,1331,2314,11/5/2008,2008,November,0,225000
84578,for_sale,2,2,0.34,Tolland,Connecticut,6084,960,4/30/2009,2009,April,0,224500
84581,for_sale,3,2,0.23,Holden,Massachusetts,1520,1125,9/30/1988,1988,September,0,399900
84582,for_sale,6,2,0.63,Oxford,Massachusetts,1540,1684,9/9/2009,2009,September,0,400000
84584,for_sale,3,4,5.93,Brimfield,Massachusetts,1010,5500,4/1/1993,1993,April,0,899900
84585,for_sale,5,3,0.46,Holden,Massachusetts,1520,2200,4/30/2003,2003,April,0,575000
84595,for_sale,4,2,0.24,Ashburnham,Massachusetts,1430,2080,5/23/2000,2000,May,0,329900
84605,for_sale,3,3,1.04,Tolland,Connecticut,6084,1924,6/10/2002,2002,June,0,312000
84606,for_sale,2,1,1.09,Stafford,Connecticut,6076,1106,7/29/2010,2010,July,0,200000
84607,for_sale,3,3,6.23,Coventry,Connecticut,6238,1531,4/28/2021,2021,April,0,299900
84608,for_sale,4,2,0.96,Stafford,Connecticut,6076,1426,8/6/2020,2020,August,0,229900
84610,for_sale,3,1,0.47,Athol,Massachusetts,1331,1268,12/21/2004,2004,December,0,156750
84611,for_sale,3,3,0.78,Ashford,Connecticut,6278,2013,10/20/2003,2003,October,0,399900
84612,for_sale,4,2,3.5,Royalston,Massachusetts,1368,3200,2/16/1996,1996,February,0,477000
84622,for_sale,4,4,6.2,Princeton,Massachusetts,1541,3408,6/3/2005,2005,June,0,799000
84625,for_sale,3,2,1.52,Coventry,Connecticut,6238,1600,12/31/2019,2019,December,0,349900
84631,for_sale,7,4,0.33,Orange,Massachusetts,1364,2538,12/7/1987,1987,December,0,377000
84635,for_sale,4,2,0.22,Worcester,Massachusetts,1602,1568,3/26/2004,2004,March,0,419900
84636,for_sale,4,3,2.42,Spencer,Massachusetts,1562,2416,1/19/2006,2006,January,0,748000
84639,for_sale,4,3,1.59,Fitchburg,Massachusetts,1420,2952,10/1/2018,2018,October,1,699000
84641,for_sale,5,2,2.36,Chaplin,Connecticut,6235,1936,3/19/2007,2007,March,1,279900
84642,for_sale,2,1,0.25,East Haddam,Connecticut,6469,783,5/1/2000,2000,May,1,85000
84644,for_sale,3,1,3.69,Ashford,Connecticut,6278,1239,9/14/1990,1990,September,0,179900
84646,for_sale,3,1,0.29,Gardner,Massachusetts,1440,1344,9/2/2003,2003,September,0,169900
84647,for_sale,3,2,1.5,Columbia,Connecticut,6237,1566,7/3/2007,2007,July,0,294900
84648,for_sale,3,3,0.17,Warren,Massachusetts,1092,1400,6/16/2021,2021,June,0,269900
84651,for_sale,3,2,0.92,Mansfield,Connecticut,6268,2581,11/13/2006,2006,November,0,370000
84652,for_sale,2,1,0.43,East Haddam,Connecticut,6423,912,10/29/2007,2007,October,1,220000
84655,for_sale,2,2,2.07,Mansfield,Connecticut,6250,960,6/22/2015,2015,June,0,250000
84656,for_sale,3,2,0.34,Athol,Massachusetts,1331,1520,4/13/2009,2009,April,0,274900
84657,for_sale,2,1,1.99,Coventry,Connecticut,6238,1120,5/31/1996,1996,May,0,239900
84661,for_sale,3,2,0.8,Andover,Connecticut,6232,996,3/1/2005,2005,March,0,334000
84663,for_sale,4,2,2.31,Coventry,Connecticut,6238,1632,5/1/2006,2006,May,0,324900
84665,for_sale,4,3,1.04,Colchester,Connecticut,6415,2505,4/13/2005,2005,April,0,399900
84666,for_sale,3,2,0.48,Worcester,Massachusetts,1603,1208,11/1/2002,2002,November,0,429999
84667,for_sale,4,4,1.34,Leicester,Massachusetts,1524,3524,10/11/2001,2001,October,0,650000
84668,for_sale,2,1,0.29,Rutland,Massachusetts,1543,1116,7/29/1998,1998,July,0,329900
84674,for_sale,6,3,0.56,Worcester,Massachusetts,1602,1734,1/7/2000,2000,January,0,499900
84678,for_sale,7,4,0.28,Auburn,Massachusetts,1501,2760,1/29/1986,1986,January,0,700000
84684,for_sale,3,1,0.8,Woodstock,Connecticut,6281,1314,7/1/2010,2010,July,1,249900
84685,for_sale,3,3,3.91,Union,Connecticut,6076,1619,4/24/2012,2012,April,0,295000
84686,for_sale,2,2,0.57,Orange,Massachusetts,1364,924,9/23/2008,2008,September,0,149900
84687,for_sale,4,2,2.57,Willington,Connecticut,6279,1646,6/24/2019,2019,June,0,340000
84689,for_sale,3,2,0.76,Windham,Connecticut,6226,1768,12/3/2004,2004,December,1,259900
84690,for_sale,2,2,2.02,Lebanon,Connecticut,6249,1608,6/11/2015,2015,June,0,399000
84692,for_sale,3,2,0.23,Templeton,Massachusetts,1468,1472,7/27/2012,2012,July,0,330000
84694,for_sale,3,2,1.5,Paxton,Massachusetts,1612,1549,5/28/2002,2002,May,0,395000
84695,for_sale,4,3,1.58,Tolland,Connecticut,6084,2724,5/28/2015,2015,May,0,499900
84696,for_sale,4,2,1.38,Tolland,Connecticut,6084,2042,5/31/2000,2000,May,0,399000
84700,for_sale,5,3,0.29,Windham,Connecticut,6226,2848,8/31/1999,1999,August,1,209000
84701,for_sale,3,1,1.41,Hardwick,Massachusetts,1031,1092,12/8/1989,1989,December,0,269900
84702,for_sale,3,2,3.02,Tolland,Connecticut,6084,1735,1/18/1994,1994,January,0,279900
84703,for_sale,5,2,0.68,Athol,Massachusetts,1331,2294,10/1/1985,1985,October,0,299000
84704,for_sale,4,3,1.12,Woodstock,Connecticut,6281,2765,3/15/2004,2004,March,1,459000
84706,for_sale,4,3,1.14,Tolland,Connecticut,6084,2290,11/1/1996,1996,November,0,449900
84707,for_sale,4,3,0.59,Oxford,Massachusetts,1540,1956,8/28/1992,1992,August,0,399900
84708,for_sale,5,2,2.11,Athol,Massachusetts,1331,3024,4/27/1984,1984,April,0,275000
84714,for_sale,3,3,2.28,Lebanon,Connecticut,6249,1996,2/19/2010,2010,February,0,399000
84723,for_sale,4,3,1.1,Wilbraham,Massachusetts,1095,2628,6/22/2007,2007,June,0,569000
84727,for_sale,3,2,1.45,Coventry,Connecticut,6238,1414,10/31/2002,2002,October,0,294900
84729,for_sale,1,1,0.26,Leicester,Massachusetts,1524,840,9/26/2001,2001,September,0,265000
84731,for_sale,3,3,1.82,Orange,Massachusetts,1364,2096,6/30/2000,2000,June,0,469900
84732,for_sale,3,2,0.38,Rutland,Massachusetts,1543,2050,12/11/1987,1987,December,0,425000
84733,for_sale,3,2,3.2,Coventry,Connecticut,6238,1730,10/13/2021,2021,October,0,379900
84737,for_sale,4,2,0.22,Auburn,Massachusetts,1501,2051,2/28/2008,2008,February,0,439900
84741,for_sale,3,3,0.46,Paxton,Massachusetts,1612,1823,7/27/2009,2009,July,0,475000
84742,for_sale,3,3,0.97,Charlton,Massachusetts,1507,2592,4/15/1993,1993,April,0,565000
84743,for_sale,2,1,0.21,Athol,Massachusetts,1331,988,9/26/2003,2003,September,0,249900
84744,for_sale,4,3,2.52,Wilbraham,Massachusetts,1095,2960,10/5/2005,2005,October,0,650000
84745,for_sale,6,3,8.11,Phillipston,Massachusetts,1331,4197,5/12/2004,2004,May,0,949000
84747,for_sale,4,2,0.21,Fitchburg,Massachusetts,1420,2180,12/12/2005,2005,December,1,299900
84748,for_sale,5,2,0.15,Athol,Massachusetts,1331,2406,4/14/2008,2008,April,0,259900
84750,for_sale,2,2,0.22,Worcester,Massachusetts,1602,1092,10/30/1985,1985,October,0,335000
84751,for_sale,3,3,2.9,Monson,Massachusetts,1057,2700,10/20/2008,2008,October,0,799900
84754,for_sale,4,3,1.1,Sturbridge,Massachusetts,1518,2590,9/11/2003,2003,September,0,584900
84756,for_sale,3,2,0.23,Coventry,Connecticut,6238,1748,4/14/2010,2010,April,0,299900
84760,for_sale,5,4,49.97,Mansfield,Connecticut,6268,4273,1/25/1993,1993,January,0,1200000
84764,for_sale,8,2,0.1,West Brookfield,Massachusetts,1585,2332,1/31/2006,2006,January,0,289000
84765,for_sale,3,1,0.22,Gardner,Massachusetts,1440,1384,10/30/2007,2007,October,0,310000
84852,for_sale,2,2,0.28,Holland,Massachusetts,1521,600,9/30/2008,2008,September,0,135000
84853,for_sale,2,1,0.3,Mansfield,Connecticut,6250,882,7/24/2002,2002,July,0,157500
84854,for_sale,7,3,0.08,Spencer,Massachusetts,1562,2400,5/10/2001,2001,May,0,230000
84857,for_sale,5,2,1.1,Glocester,Rhode Island,2814,2136,2/17/2004,2004,February,0,299900
84894,for_sale,2,1,2.7,Woodstock,Connecticut,6281,796,10/1/2004,2004,October,1,119000
84896,for_sale,2,1,0.36,Stafford,Connecticut,6076,1352,6/18/2007,2007,June,0,140000
84898,for_sale,4,2,0.94,Stafford,Connecticut,6076,1629,8/1/2001,2001,August,0,220000
84900,for_sale,2,2,2.24,Pomfret,Connecticut,6259,2739,5/4/2010,2010,May,1,265000
84902,for_sale,3,2,4.8,Pomfret,Connecticut,6259,3182,8/6/1998,1998,August,1,395900
84907,for_sale,3,1,1.17,Thompson,Connecticut,6255,912,2/17/2022,2022,February,1,269900
84921,for_sale,15,9,0.19,Worcester,Massachusetts,1604,14532,4/27/2004,2004,April,0,1495000
84929,for_sale,2,1,0.1,Rutland,Massachusetts,1543,824,7/23/2007,2007,July,0,139900
84933,for_sale,3,5,41.26,Putnam,Connecticut,6260,5944,1/19/2017,2017,January,1,830000
84934,for_sale,3,1,2.01,Woodstock,Connecticut,6281,1426,3/23/1999,1999,March,1,244900
84935,for_sale,2,1,0.19,Templeton,Massachusetts,1468,609,8/10/2006,2006,August,0,215000
84936,for_sale,3,2,22.69,Woodstock,Connecticut,6281,1810,12/5/2006,2006,December,1,390000
84939,for_sale,3,3,3.96,Stafford,Connecticut,6076,2118,4/29/2013,2013,April,0,520000
84941,for_sale,2,2,2,Eastford,Connecticut,6242,1014,12/16/2020,2020,December,0,174900
84944,for_sale,3,2,1.31,Ashford,Connecticut,6278,1523,6/3/2003,2003,June,0,169900
84946,for_sale,3,3,0.45,Thompson,Connecticut,6277,2128,2/10/2020,2020,February,1,469900
84950,for_sale,4,4,0.23,Ware,Massachusetts,1082,2145,3/5/1990,1990,March,0,180000
84952,for_sale,2,1,1.05,Charlton,Massachusetts,1507,1768,8/30/2005,2005,August,0,290000
84953,for_sale,4,2,0.08,Ware,Massachusetts,1082,1884,10/25/2000,2000,October,0,169900
84955,for_sale,4,5,1.44,Spencer,Massachusetts,1562,4701,7/17/2001,2001,July,0,950000
84976,for_sale,3,2,0.12,Holland,Massachusetts,1521,1074,8/22/1991,1991,August,0,494900
84984,for_sale,3,2,4,Hubbardston,Massachusetts,1452,2284,11/28/1994,1994,November,0,179500
84992,for_sale,4,2,3,Stafford,Connecticut,6076,3284,10/12/1994,1994,October,0,324900
84993,for_sale,3,3,0.34,Palmer,Massachusetts,1069,3390,1/25/2002,2002,January,0,480000
85000,for_sale,3,2,0.7,Woodstock,Connecticut,6282,1344,11/7/2014,2014,November,1,349900
85004,for_sale,1,2,0.17,Webster,Massachusetts,1570,1680,8/27/1997,1997,August,0,349900
85005,for_sale,3,3,1.2,Palmer,Massachusetts,1069,2370,12/13/2005,2005,December,0,465000
85007,for_sale,4,5,3.97,Barre,Massachusetts,1005,5023,6/24/1988,1988,June,0,849900
85008,for_sale,3,3,10.88,Auburn,Massachusetts,1501,2498,3/15/2002,2002,March,0,779800
85009,for_sale,3,3,14.88,Westminster,Massachusetts,1473,4342,2/8/1999,1999,February,0,899900
85014,for_sale,3,2,1.38,Oxford,Massachusetts,1540,1568,6/30/1992,1992,June,0,465000
85019,for_sale,6,3,0.18,Putnam,Connecticut,6260,2968,9/30/2003,2003,September,1,249900
85021,for_sale,4,1,2,Putnam,Connecticut,6260,1662,2/20/1985,1985,February,1,279000
85022,for_sale,3,2,2.07,Woodstock,Connecticut,6281,1649,6/1/2004,2004,June,1,225000
85027,for_sale,2,1,1.3,Westminster,Massachusetts,1473,895,11/1/2010,2010,November,0,315000
85030,for_sale,4,5,4.98,Thompson,Connecticut,6255,4388,5/6/2021,2021,May,1,825000
85032,for_sale,3,3,3.6,Mansfield,Connecticut,6268,1536,6/29/2017,2017,June,0,299900
85035,for_sale,4,3,2.2,Mansfield,Connecticut,6268,2028,4/22/2019,2019,April,0,370000
85037,for_sale,4,2,0.23,Worcester,Massachusetts,1602,2016,9/24/1999,1999,September,0,448999
85039,for_sale,3,1,0.22,Putnam,Connecticut,6260,1254,1/19/2012,2012,January,1,229900
85040,for_sale,3,2,0.26,Putnam,Connecticut,6260,1075,12/24/2014,2014,December,1,250000
85043,for_sale,3,1,0.15,Putnam,Connecticut,6260,1110,10/16/1985,1985,October,1,199000
85046,for_sale,4,2,0.22,Shrewsbury,Massachusetts,1545,2500,11/20/1995,1995,November,0,699999
85049,for_sale,5,5,4.71,Woodstock,Connecticut,6281,5551,3/29/2016,2016,March,1,1000000
85053,for_sale,3,4,0.9,Woodstock,Connecticut,6281,1722,10/22/2015,2015,October,1,575000
85063,for_sale,3,2,0.25,Wales,Massachusetts,1081,1820,11/27/2019,2019,November,0,100000
85064,for_sale,2,2,0.29,Wales,Massachusetts,1081,712,7/31/2002,2002,July,0,50000
85065,for_sale,1,4,1,Stafford,Connecticut,6076,2820,8/24/2006,2006,August,0,425000
85066,for_sale,3,2,1.03,Eastford,Connecticut,6278,1242,9/28/2005,2005,September,0,251100
85067,for_sale,2,3,0.64,Stafford,Connecticut,6076,2040,5/22/2002,2002,May,0,279900
85068,for_sale,3,1,3.06,Oakham,Massachusetts,1068,864,4/12/2002,2002,April,0,300000
85070,for_sale,6,4,0.16,Thompson,Connecticut,6255,2688,10/9/2009,2009,October,1,275000
85071,for_sale,4,2,3.71,Glocester,Rhode Island,2814,2652,11/17/2004,2004,November,0,495000
85072,for_sale,3,3,2.09,Ashford,Connecticut,6278,1490,11/9/1990,1990,November,0,385000
85074,for_sale,3,2,6.08,Thompson,Connecticut,6277,1589,7/9/2004,2004,July,1,399900
85075,for_sale,4,2,0.23,Putnam,Connecticut,6260,1542,6/22/2004,2004,June,1,250000
85076,for_sale,4,3,1.08,Millbury,Massachusetts,1527,2771,1/31/2005,2005,January,0,495000
85077,for_sale,2,2,0.54,Glocester,Rhode Island,2814,672,10/7/1999,1999,October,0,225000
85080,for_sale,4,2,9.43,Putnam,Connecticut,6260,2016,3/14/1973,1973,March,1,650000
85085,for_sale,4,2,0.05,Ware,Massachusetts,1082,3396,6/27/2005,2005,June,0,179999
85106,for_sale,3,1,0.13,Ashford,Connecticut,6278,1470,9/28/1998,1998,September,0,169000
85109,for_sale,3,3,3,Woodstock,Connecticut,6281,1970,6/7/2016,2016,June,1,435000
85110,for_sale,5,4,0.16,Ware,Massachusetts,1082,4341,5/4/2006,2006,May,0,229900
85113,for_sale,3,3,3.75,Killingly,Connecticut,6241,2796,9/2/2020,2020,September,1,500000
85114,for_sale,3,2,0.38,Putnam,Connecticut,6260,1697,4/1/1968,1968,April,1,184900
85116,for_sale,3,2,2.06,Stafford,Connecticut,6076,1738,6/9/2011,2011,June,0,325000
85120,for_sale,3,2,0.05,Worcester,Massachusetts,1610,1568,11/16/2009,2009,November,0,310000
85127,for_sale,3,1,1,Stafford,Connecticut,6076,1008,9/20/2021,2021,September,0,229900
85128,for_sale,5,3,2.1,Burrillville,Rhode Island,2859,3239,11/22/2021,2021,November,0,599000
85132,for_sale,9,2,0.3,Spencer,Massachusetts,1562,2634,8/31/1998,1998,August,0,320000
85137,for_sale,3,1,0.23,Putnam,Connecticut,6260,912,9/22/2021,2021,September,1,239000
85139,for_sale,2,2,3,Mansfield,Connecticut,6268,1248,4/28/2014,2014,April,0,136000
85140,for_sale,3,2,0.12,Worcester,Massachusetts,1604,1225,8/29/2006,2006,August,0,214200
85141,for_sale,3,2,0.95,Woodstock,Connecticut,6281,1056,6/24/2005,2005,June,1,249900
85144,for_sale,3,2,1.8,Willington,Connecticut,6279,1412,6/30/2004,2004,June,0,309900
85145,for_sale,3,3,2,Killingly,Connecticut,6241,1542,9/18/2006,2006,September,1,217000
85146,for_sale,4,3,0.22,Thompson,Connecticut,6255,2306,7/1/2008,2008,July,1,219900
85147,for_sale,3,2,0.6,Woodstock,Connecticut,6281,1412,3/8/2007,2007,March,1,279000
85149,for_sale,3,3,1.31,Woodstock,Connecticut,6281,2292,9/17/2018,2018,September,1,465000
85150,for_sale,4,2,0.11,West Boylston,Massachusetts,1583,1836,6/5/1978,1978,June,0,350000
85151,for_sale,3,2,0.29,Worcester,Massachusetts,1603,1575,3/7/2008,2008,March,0,374900
85153,for_sale,4,3,1.4,Mansfield,Connecticut,6268,1656,8/22/2007,2007,August,0,319900
85161,for_sale,4,2,0.52,Dudley,Massachusetts,1571,2980,6/30/2000,2000,June,0,409990
85163,for_sale,3,3,4.01,Pomfret,Connecticut,6259,1791,2/17/2010,2010,February,1,465000
85164,for_sale,5,2,0.07,Worcester,Massachusetts,1605,2074,8/10/2007,2007,August,0,349000
85169,for_sale,3,3,0.46,Glocester,Rhode Island,2814,1184,1/12/2015,2015,January,0,469900
85170,for_sale,4,3,0.23,Worcester,Massachusetts,1602,2652,11/25/1986,1986,November,0,549900
85172,for_sale,3,1,0.16,Putnam,Connecticut,6260,956,6/4/2019,2019,June,1,219995
85175,for_sale,3,1,0.2,Worcester,Massachusetts,1605,935,11/20/2003,2003,November,0,319900
85186,for_sale,3,1,0.09,Putnam,Connecticut,6260,998,7/23/2004,2004,July,1,129900
